,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,Logistic Regression,0.9702300405953992,"[[403  11]
 [ 11 314]]",2022-03-18,2025-02-27,1077 days,45.46684709066306,19689.59034729004,24177.589309692383,96.89590347290039,-6.576165912297093,25.98971867936193,50.53991905062627,17.178103731295423,0.5142413990281188,1.0418719494900488,0.7825496628369157,99.56812910796701,0.4063500937635553,-33.211590156646984,-12.71192090468336,349 days,81 days,11,36.36363636363637,52.37685685049929,-17.562903290069944,6.4358876393527,90 days,44 days,2.7674895921050204,8.799335519228302,1.0978683818383412,0.22788442127974726,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10191.700439     0.000000              NaT
2022-03-24  10339.799805     0.000000              NaT
...                  ...          ...              ...
2025-02-21  19689.590347     0.185626              NaT
2025-02-24  19689.590347     0.185626              NaT
2025-02-25  19689.590347     0.185626              NaT
2025-02-26  19689.590347     0.185626              NaT
2025-02-27  19689.590347     0.185626          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     30         3       27  326.646667  299.526672  ... 2022-04-27  35 days  None                 1               0
1     33        86      117  276.220001  272.679993  ... 2022-09-06  46 days  None                 1               0
2     29       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
3     56       213      245  143.000000  175.130005  ... 2023-03-10  45 days  None                 1               0
4     49       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
5     44       295      336  180.699997  268.000000  ... 2023-07-21  60 days  None                 1               0
6     47       364      384  254.199997  240.020004  ... 2023-09-28  29 days  None                 1               0
7     47       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
8     65       529      590  168.850006  216.800003  ... 2024-07-25  90 days  None                 1               0
9     58       630      646  241.520004  220.130005  ... 2024-10-14  24 days  None                 1               0
10    50       655      701  256.010010  390.100006  ... 2025-01-02  69 days  None                 1               0

[11 rows x 15 columns]"
1,Random Forest,0.9445196211096076,"[[391  23]
 [ 18 307]]",2022-03-18,2025-02-27,1077 days,46.820027063599454,27019.19058227539,27019.19058227539,170.1919058227539,-6.576165912297093,40.34626205772107,56.09981640981487,26.18394811385891,0.7191870604885321,1.6455205076087112,1.2112229458891357,172.8593331871796,0.4056204481455876,-33.31035148785399,-10.734376247671621,308 days,65 days,16,50.0,72.29404301093727,-17.562903290069944,6.433606003669623,86 days,30 days,3.437375725125619,8.478865841707503,1.3365374729230914,0.36268163318677876,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000          0.0              NaT
2022-03-21  10000.000000          0.0              NaT
2022-03-22  10682.453125          0.0              NaT
2022-03-23  10737.173828          0.0              NaT
2022-03-24  10895.146484          0.0              NaT
...                  ...          ...              ...
2025-02-21  27019.190582          0.0              NaT
2025-02-24  27019.190582          0.0              NaT
2025-02-25  27019.190582          0.0              NaT
2025-02-26  27019.190582          0.0              NaT
2025-02-27  27019.190582          0.0              NaT

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     32         2       27  310.000000  299.526672  ... 2022-04-27  36 days  None                 1               0
1     38        77       78  252.103333  236.846664  ... 2022-07-12   1 days  None                 0               0
2     36        84      116  246.783340  281.070007  ... 2022-09-02  44 days  None                 1               0
3     33       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
4     64       213      245  143.000000  175.130005  ... 2023-03-10  45 days  None                 1               0
5     56       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
6     52       294      336  177.169998  268.000000  ... 2023-07-21  63 days  None                 1               0
7     53       339      340  263.250000  268.309998  ... 2023-07-27   1 days  None                 0               0
8     56       364      384  254.199997  240.020004  ... 2023-09-28  29 days  None                 1               0
9     52       390      395  253.979996  258.899994  ... 2023-10-13   7 days  None                 1               0
10    57       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
11    67       491      492  198.729996  183.050003  ... 2024-03-05   1 days  None                 0               0
12    73       529      530  168.850006  188.419998  ... 2024-04-29   3 days  None                 0               1
13    74       531      590  186.979996  216.800003  ... 2024-07-25  86 days  None                 1               0
14    71       624      646  224.660004  220.130005  ... 2024-10-14  32 days  None                 1               0
15    61       655      690  256.010010  441.089996  ... 2024-12-16  52 days  None                 1               0

[16 rows x 15 columns]"
2,XGBoost,0.9702300405953992,"[[403  11]
 [ 11 314]]",2022-03-18,2025-02-27,1077 days,45.46684709066306,19689.59034729004,24177.589309692383,96.89590347290039,-6.576165912297093,25.98971867936193,50.53991905062627,17.178103731295423,0.5142413990281188,1.0418719494900488,0.7825496628369157,99.56812910796701,0.4063500937635553,-33.211590156646984,-12.71192090468336,349 days,81 days,11,36.36363636363637,52.37685685049929,-17.562903290069944,6.4358876393527,90 days,44 days,2.7674895921050204,8.799335519228302,1.0978683818383412,0.22788442127974726,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10191.700439     0.000000              NaT
2022-03-24  10339.799805     0.000000              NaT
...                  ...          ...              ...
2025-02-21  19689.590347     0.185626              NaT
2025-02-24  19689.590347     0.185626              NaT
2025-02-25  19689.590347     0.185626              NaT
2025-02-26  19689.590347     0.185626              NaT
2025-02-27  19689.590347     0.185626          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     30         3       27  326.646667  299.526672  ... 2022-04-27  35 days  None                 1               0
1     33        86      117  276.220001  272.679993  ... 2022-09-06  46 days  None                 1               0
2     29       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
3     56       213      245  143.000000  175.130005  ... 2023-03-10  45 days  None                 1               0
4     49       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
5     44       295      336  180.699997  268.000000  ... 2023-07-21  60 days  None                 1               0
6     47       364      384  254.199997  240.020004  ... 2023-09-28  29 days  None                 1               0
7     47       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
8     65       529      590  168.850006  216.800003  ... 2024-07-25  90 days  None                 1               0
9     58       630      646  241.520004  220.130005  ... 2024-10-14  24 days  None                 1               0
10    50       655      701  256.010010  390.100006  ... 2025-01-02  69 days  None                 1               0

[11 rows x 15 columns]"
3,SVM,0.9702300405953992,"[[403  11]
 [ 11 314]]",2022-03-18,2025-02-27,1077 days,45.46684709066306,19689.59034729004,24177.589309692383,96.89590347290039,-6.576165912297093,25.98971867936193,50.53991905062627,17.178103731295423,0.5142413990281188,1.0418719494900488,0.7825496628369157,99.56812910796701,0.4063500937635553,-33.211590156646984,-12.71192090468336,349 days,81 days,11,36.36363636363637,52.37685685049929,-17.562903290069944,6.4358876393527,90 days,44 days,2.7674895921050204,8.799335519228302,1.0978683818383412,0.22788442127974726,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10191.700439     0.000000              NaT
2022-03-24  10339.799805     0.000000              NaT
...                  ...          ...              ...
2025-02-21  19689.590347     0.185626              NaT
2025-02-24  19689.590347     0.185626              NaT
2025-02-25  19689.590347     0.185626              NaT
2025-02-26  19689.590347     0.185626              NaT
2025-02-27  19689.590347     0.185626          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     30         3       27  326.646667  299.526672  ... 2022-04-27  35 days  None                 1               0
1     33        86      117  276.220001  272.679993  ... 2022-09-06  46 days  None                 1               0
2     29       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
3     56       213      245  143.000000  175.130005  ... 2023-03-10  45 days  None                 1               0
4     49       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
5     44       295      336  180.699997  268.000000  ... 2023-07-21  60 days  None                 1               0
6     47       364      384  254.199997  240.020004  ... 2023-09-28  29 days  None                 1               0
7     47       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
8     65       529      590  168.850006  216.800003  ... 2024-07-25  90 days  None                 1               0
9     58       630      646  241.520004  220.130005  ... 2024-10-14  24 days  None                 1               0
10    50       655      701  256.010010  390.100006  ... 2025-01-02  69 days  None                 1               0

[11 rows x 15 columns]"
4,Naive Bayes,0.8985115020297699,"[[365  49]
 [ 26 299]]",2022-03-18,2025-02-27,1077 days,50.3382949932341,17493.50895690918,23553.41798400879,74.9350895690918,-6.576165912297093,21.010028261745873,51.343439759065014,13.9801286411539,0.4092057010659559,0.7935619307610206,0.658194152099888,77.86745146986448,0.44590753029653707,-31.920715482986207,-13.217166615726297,357 days,81 days,25,36.0,52.37685685049929,-9.606948168118246,2.266078323515286,69 days,21 days,1.9610757906727732,3.3312110283471688,0.7925738295323203,0.14614919668919174,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10682.453125     0.000000              NaT
2022-03-23  10737.173828     0.000000              NaT
2022-03-24  10895.146484     0.000000              NaT
...                  ...          ...              ...
2025-02-21  17493.508957     0.257284              NaT
2025-02-24  17493.508957     0.257284              NaT
2025-02-25  17493.508957     0.257284              NaT
2025-02-26  17493.508957     0.257284              NaT
2025-02-27  17493.508957     0.257284          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     32         2       17  310.000000  332.546661  ... 2022-04-12  21 days  None                 1               1
1     32        18       27  327.026672  299.526672  ... 2022-04-27  14 days  None                 1               0
2     40        69       70  244.483337  230.500000  ... 2022-06-29   1 days  None                 0               0
3     36        77       78  252.103333  236.846664  ... 2022-07-12   1 days  None                 0               0
4     35        83      112  245.000000  282.829987  ... 2022-08-29  41 days  None                 1               0
5     33       121      131  300.720001  271.829987  ... 2022-09-26  14 days  None                 1               0
6     63       213      244  143.000000  180.250000  ... 2023-03-09  44 days  None                 1               0
7     59       255      256  191.649994  194.419998  ... 2023-03-27   3 days  None                 0               1
8     60       257      265  192.000000  179.940002  ... 2023-04-10  13 days  None                 1               0
9     61       289      290  176.070007  167.660004  ... 2023-05-15   3 days  None                 0               0
10    59       293      337  174.220001  255.850006  ... 2023-07-24  67 days  None                 1               0
11    59       364      381  254.199997  243.380005  ... 2023-09-25  26 days  None                 1               0
12    55       389      391  260.000000  255.309998  ... 2023-10-09   4 days  None                 1               1
13    55       392      396  257.750000  250.050003  ... 2023-10-16   6 days  None                 1               0
14    57       418      438  239.289993  241.220001  ... 2023-12-14  29 days  None                 1               1
15    55       439      452  251.210007  236.860001  ... 2024-01-05  21 days  None                 1               0
16    65       488      492  200.419998  183.050003  ... 2024-03-05   6 days  None                 1               0
17    71       529      560  168.850006  173.919998  ... 2024-06-11  46 days  None                 1               0
18    66       563      590  185.800003  216.800003  ... 2024-07-25  41 days  None                 1               0
19    64       608      611  224.880005  214.460007  ... 2024-08-23   3 days  None                 1               0
20    59       620      621  232.600006  216.199997  ... 2024-09-09   3 days  None                 0               0
21    57       623      646  224.550003  220.130005  ... 2024-10-14  33 days  None                 1               0
22    49       655      701  256.010010  390.100006  ... 2025-01-02  69 days  None                 1               0
23    45       710      711  423.489990  421.500000  ... 2025-01-17   1 days  None                 0               1
24    44       712      717  432.640015  396.910004  ... 2025-01-28   7 days  None                 1               0

[25 rows x 15 columns]"
5,Gradient Boosting,0.9539918809201624,"[[396  18]
 [ 16 309]]",2022-03-18,2025-02-27,1077 days,46.54939106901218,17660.14338684082,18751.36262512207,76.60143386840821,-6.576165912297093,21.401866838527294,49.77050709143174,14.233246794509856,0.43001102639381666,0.8256897558636113,0.4719470612535912,79.3696337520414,0.4209443497246306,-45.3480243773092,-15.175937908440698,820 days,176 days,18,22.22222222222222,76.508725301993,-17.562903290069944,3.1994911683335348,90 days,27 days,2.160147220070046,5.330178683036849,0.8220634890180563,0.11206501251210281,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10682.453125     0.000000              NaT
2022-03-23  10737.173828     0.000000              NaT
2022-03-24  10895.146484     0.000000              NaT
...                  ...          ...              ...
2025-02-21  17660.143387     0.058194              NaT
2025-02-24  17660.143387     0.058194              NaT
2025-02-25  17660.143387     0.058194              NaT
2025-02-26  17660.143387     0.058194              NaT
2025-02-27  17660.143387     0.058194          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     32         2       27  310.000000  299.526672  ... 2022-04-27  36 days  None                 1               0
1     39        69       70  244.483337  230.500000  ... 2022-06-29   1 days  None                 0               0
2     36        77       78  252.103333  236.846664  ... 2022-07-12   1 days  None                 0               0
3     31        86      117  276.220001  272.679993  ... 2022-09-06  46 days  None                 1               0
4     27       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
5     33       158      159  226.039993  211.360001  ... 2022-11-03   1 days  None                 0               0
6     37       180      181  189.440002  181.220001  ... 2022-12-06   1 days  None                 0               0
7     47       213      245  143.000000  175.130005  ... 2023-03-10  45 days  None                 1               0
8     41       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
9     38       294      336  177.169998  268.000000  ... 2023-07-21  63 days  None                 1               0
10    40       364      384  254.199997  240.020004  ... 2023-09-28  29 days  None                 1               0
11    40       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
12    48       482      483  196.130005  193.360001  ... 2024-02-21   1 days  None                 0               0
13    45       489      490  204.179993  200.520004  ... 2024-03-01   1 days  None                 0               0
14    54       529      590  168.850006  216.800003  ... 2024-07-25  90 days  None                 1               0
15    50       620      621  232.600006  216.199997  ... 2024-09-09   3 days  None                 0               0
16    45       630      646  241.520004  220.130005  ... 2024-10-14  24 days  None                 1               0
17    39       655      693  256.010010  451.880005  ... 2024-12-19  55 days  None                 1               0

[18 rows x 15 columns]"
6,K-Nearest Neighbors,0.8768606224627875,"[[357  57]
 [ 34 291]]",2022-03-18,2025-02-27,1077 days,49.12043301759134,17531.960205078125,20440.50952148438,75.31960205078126,-6.576165912297093,21.100663421741285,48.62216297115137,14.03869958096491,0.4339721257209554,0.8298642538934827,0.5638031385077247,77.96358719619064,0.40205572375618837,-37.42558701888493,-11.744277286782372,517 days,81 days,15,40.0,36.93967964986693,-17.562903290069944,3.8465075464433562,97 days,34 days,2.522902429489361,4.935738117776067,0.9441354734382745,0.2033668474302693,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10191.700439     0.000000              NaT
2022-03-24  10339.799805     0.000000              NaT
...                  ...          ...              ...
2025-02-21  17531.960205     0.142293              NaT
2025-02-24  17531.960205     0.142293              NaT
2025-02-25  17531.960205     0.142293              NaT
2025-02-26  17531.960205     0.142293              NaT
2025-02-27  17531.960205     0.142293          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     30         3       15  326.646667  347.736664  ... 2022-04-08  16 days  None                 1               0
1     43        83      117  245.000000  272.679993  ... 2022-09-06  49 days  None                 1               0
2     40       120      132  291.670013  283.839996  ... 2022-09-27  18 days  None                 1               0
3     80       213      244  143.000000  180.250000  ... 2023-03-09  44 days  None                 1               0
4     72       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
5     66       295      348  180.699997  247.449997  ... 2023-08-08  78 days  None                 1               0
6     63       365      400  255.979996  217.009995  ... 2023-10-20  50 days  None                 1               0
7     58       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
8     79       518      520  172.550003  170.240005  ... 2024-04-15   4 days  None                 1               0
9     72       531      597  186.979996  185.220001  ... 2024-08-05  97 days  None                 1               0
10    58       628      646  230.089996  220.130005  ... 2024-10-14  26 days  None                 1               0
11    49       655      678  256.010010  341.799988  ... 2024-11-27  33 days  None                 1               0
12    42       685      695  397.609985  431.000000  ... 2024-12-23  14 days  None                 1               0
13    47       721      722  386.679993  382.630005  ... 2025-02-04   1 days  None                 0               1
14    46       723      724  387.510010  373.029999  ... 2025-02-06   1 days  None                 0               0

[15 rows x 15 columns]"
7,Decision Tree,0.9621109607577808,"[[403  11]
 [ 17 308]]",2022-03-18,2025-02-27,1077 days,45.46684709066306,17712.632034301765,21751.831100463874,77.12632034301765,-6.576165912297093,21.5247883239144,49.428257001391856,14.312598216553996,0.43547536631340816,0.842873483485197,0.6413963596437836,79.86249758684161,0.41607484973994474,-33.55926175800056,-15.40404626352522,350 days,105 days,17,35.294117647058826,52.37685685049929,-11.430066361885316,3.4474120372718353,69 days,28 days,2.405896469396336,4.852729014768937,0.9563311094674568,0.19386034301101004,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10682.453125     0.000000              NaT
2022-03-23  10737.173828     0.000000              NaT
2022-03-24  10895.146484     0.000000              NaT
...                  ...          ...              ...
2025-02-21  17712.632034     0.185695              NaT
2025-02-24  17712.632034     0.185695              NaT
2025-02-25  17712.632034     0.185695              NaT
2025-02-26  17712.632034     0.185695              NaT
2025-02-27  17712.632034     0.185695          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     32         2       27  310.000000  299.526672  ... 2022-04-27  36 days  None                 1               0
1     34        86      114  276.220001  280.619995  ... 2022-08-31  40 days  None                 1               0
2     32       121      122  300.720001  292.899994  ... 2022-09-13   1 days  None                 0               0
3     31       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
4     59       213      245  143.000000  175.130005  ... 2023-03-10  45 days  None                 1               0
5     52       253      254  199.300003  195.259995  ... 2023-03-23   1 days  None                 0               0
6     50       261      268  199.910004  182.960007  ... 2023-04-13  10 days  None                 1               1
7     50       269      273  183.949997  166.169998  ... 2023-04-20   6 days  None                 1               0
8     46       295      336  180.699997  268.000000  ... 2023-07-21  60 days  None                 1               0
9     48       364      383  254.199997  244.259995  ... 2023-09-27  28 days  None                 1               0
10    50       418      451  239.289993  239.250000  ... 2024-01-04  50 days  None                 1               0
11    50       454      455  238.110001  235.100006  ... 2024-01-10   1 days  None                 0               0
12    69       529      561  168.850006  171.119995  ... 2024-06-12  47 days  None                 1               1
13    63       562      590  188.389999  216.800003  ... 2024-07-25  42 days  None                 1               0
14    59       620      621  232.600006  216.199997  ... 2024-09-09   3 days  None                 0               0
15    52       630      646  241.520004  220.130005  ... 2024-10-14  24 days  None                 1               0
16    45       655      701  256.010010  390.100006  ... 2025-01-02  69 days  None                 1               0

[17 rows x 15 columns]"
8,AdaBoost,0.9702300405953992,"[[403  11]
 [ 11 314]]",2022-03-18,2025-02-27,1077 days,45.46684709066306,19689.59034729004,24177.589309692383,96.89590347290039,-6.576165912297093,25.98971867936193,50.53991905062627,17.178103731295423,0.5142413990281188,1.0418719494900488,0.7825496628369157,99.56812910796701,0.4063500937635553,-33.211590156646984,-12.71192090468336,349 days,81 days,11,36.36363636363637,52.37685685049929,-17.562903290069944,6.4358876393527,90 days,44 days,2.7674895921050204,8.799335519228302,1.0978683818383412,0.22788442127974726,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10191.700439     0.000000              NaT
2022-03-24  10339.799805     0.000000              NaT
...                  ...          ...              ...
2025-02-21  19689.590347     0.185626              NaT
2025-02-24  19689.590347     0.185626              NaT
2025-02-25  19689.590347     0.185626              NaT
2025-02-26  19689.590347     0.185626              NaT
2025-02-27  19689.590347     0.185626          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     30         3       27  326.646667  299.526672  ... 2022-04-27  35 days  None                 1               0
1     33        86      117  276.220001  272.679993  ... 2022-09-06  46 days  None                 1               0
2     29       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
3     56       213      245  143.000000  175.130005  ... 2023-03-10  45 days  None                 1               0
4     49       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
5     44       295      336  180.699997  268.000000  ... 2023-07-21  60 days  None                 1               0
6     47       364      384  254.199997  240.020004  ... 2023-09-28  29 days  None                 1               0
7     47       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
8     65       529      590  168.850006  216.800003  ... 2024-07-25  90 days  None                 1               0
9     58       630      646  241.520004  220.130005  ... 2024-10-14  24 days  None                 1               0
10    50       655      701  256.010010  390.100006  ... 2025-01-02  69 days  None                 1               0

[11 rows x 15 columns]"
9,SGD Classifier,0.9648173207036536,"[[407   7]
 [ 19 306]]",2022-03-18,2025-02-27,1077 days,44.38430311231394,24733.422943115234,28318.541229248047,147.33422943115235,-6.576165912297093,36.17909778988244,54.66027064723955,23.600986048153082,0.6618902058383708,1.47855789173045,1.2343647779654323,149.95861715258488,0.3990756553944375,-29.30989156180833,-10.540184772403167,344 days,69 days,15,46.666666666666664,68.35279229690154,-17.562903290069944,6.172505981689924,90 days,31 days,3.1439242014234425,8.400993535131734,1.1968759178843935,0.3130022153149865,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000       0.0000              NaT
2022-03-21  10000.000000       0.0000              NaT
2022-03-22  10000.000000       0.0000              NaT
2022-03-23  10191.700439       0.0000              NaT
2022-03-24  10339.799805       0.0000              NaT
...                  ...          ...              ...
2025-02-21  24733.422943       0.1266              NaT
2025-02-24  24733.422943       0.1266              NaT
2025-02-25  24733.422943       0.1266              NaT
2025-02-26  24733.422943       0.1266              NaT
2025-02-27  24733.422943       0.1266          72 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     30         3       17  326.646667  332.546661  ... 2022-04-12  20 days  None                 1               0
1     30        19       20  333.096680  329.676666  ... 2022-04-18   4 days  None                 0               1
2     30        21       23  335.019989  358.243347  ... 2022-04-21   2 days  None                 1               1
3     31        24       27  338.303345  299.526672  ... 2022-04-27   5 days  None                 1               0
4     34        86      114  276.220001  280.619995  ... 2022-08-31  40 days  None                 1               0
5     31       127      131  306.910004  271.829987  ... 2022-09-26   6 days  None                 1               0
6     60       213      243  143.000000  185.039993  ... 2023-03-08  43 days  None                 1               0
7     55       261      274  199.910004  164.800003  ... 2023-04-21  18 days  None                 1               0
8     51       295      336  180.699997  268.000000  ... 2023-07-21  60 days  None                 1               0
9     53       364      383  254.199997  244.259995  ... 2023-09-27  28 days  None                 1               0
10    54       418      455  239.289993  235.100006  ... 2024-01-10  56 days  None                 1               0
11    76       529      590  168.850006  216.800003  ... 2024-07-25  90 days  None                 1               0
12    68       630      646  241.520004  220.130005  ... 2024-10-14  24 days  None                 1               0
13    59       655      695  256.010010  431.000000  ... 2024-12-23  59 days  None                 1               1
14    58       696      700  435.899994  423.790009  ... 2024-12-31   7 days  None                 1               0

[15 rows x 15 columns]"
