Ticker,Date,Cleaned_Headlines
GOOGL,2015-01-08,"[""here's how apple's app store blew google play out of the water in 2014""]"
GOOGL,2015-03-02,"['tim cook twits link to ""breathtaking"" photos taken with ""the world\'s most popular camera"" (but, is it the best amongst smartphones?)']"
GOOGL,2015-03-13,['apple watch provides big opportunity for pizza restaurants']
GOOGL,2015-04-01,"[""apple's new iphone trade program to include android phones""]"
GOOGL,2015-04-25,"[""weekly tech highlights: apple watch arrived, blackberry's big acquisition and more""]"
GOOGL,2015-05-11,"[""apple's u.s. market share grows to 42.6 percent, ios also gains share""]"
GOOGL,2015-05-13,['google to support apple watch with news & weather app']
GOOGL,2015-05-29,['do you need hands to eat a big mac?']
GOOGL,2015-06-05,['apple inc. app store awash in third submissions']
GOOGL,2015-06-18,"['justin pulitzer \u200f@justinpulitzer ""$twtr lightning is search for live events & trending events. sounds like they\'re courting $googl for prop search functionality cc @jimcramer""']"
GOOGL,2015-07-16,"[""selerity tweets: '#breaking: google $googl q2 non earnings per share (eps) beats estimates, $6.99 vs. $6.7 expected'"", ""selerity tweets: '#breaking: google $googl q2 revenues beats estimates, $14.35b vs. $14.35b expected'""]"
GOOGL,2015-07-21,"['tim cook @ apple call: q3 saw the highest switchover rate from android ever recorded', ""maxim analyst 'concerned' over new apple bear thesis, notes iphone 6s cycle looks 'weak'""]"
GOOGL,2015-08-12,"[""update: morgan stanley on google upgrade: 'new alphabet disclosure will highlight core googl earnings power,' 'more bullish' on youtube""]"
GOOGL,2015-09-08,"['the iphone generates more revenue than google, ebay and facebook combined']"
GOOGL,2015-09-11,"[""4 stocks that could feel the heat from apple's iphone 6s unveil""]"
GOOGL,2015-10-06,"['apple watch sales expected to reach 9m units, android wear device sales expected to reach 4m units in 2015 as sales decline']"
GOOGL,2015-10-07,['option alert: $googl oct $670 call sweep; 1006 contracts @ask @ $11.30; now $665.81']
GOOGL,2015-12-16,"['mkm partners top picks for 2016: ace, ctxs, ea, five, googl, infn, lb, mycc, nvda, tol, viav', 'raymond james positive on amzn, googl, neutral on ebay following recent data on holiday sales growth']"
GOOGL,2016-01-12,"['morgan stanley strategist adam parker downgrades technology sector from marketweight to underweight, reduces exposure to aapl from 4% to 2%, removes lnkd & panw positions, adds to googl position', ""credit suisse on '16 internet outlook: 'top picks remain googl, fb, amzn among the mega caps'""]"
GOOGL,2016-01-22,"['court documents show google paid apple $1b to be default ios search bar provider in 2014', 'societe generale positive on goog/googl, sellers of fb and nflx']"
GOOGL,2016-01-25,"['spotify video arriving to android this week, ios next week']"
GOOGL,2016-04-18,"['credit suisse reiterates googl, fb, amzn as favorite internet names']"
GOOGL,2016-07-20,['app store data suggests healthy revenue trends for apple']
GOOGL,2016-09-27,"['after decliners sept. 27, 2016: galt down 46%, tpx 24%, scss 10.9%, sonc 6.4%, fomx 4%, nke, arry 2.6%, frgi 2%, fl 1.9%, gxp 1.7%, googl 1%']"
GOOGL,2016-10-05,"[""google's pixel phone: everything you wanted the iphone to be""]"
GOOGL,2016-10-06,"['for the first time ever, google will battle the iphone']"
GOOGL,2016-10-14,"[""piper's gene munster highlights survey results showing iphone's rising popularity among teens""]"
GOOGL,2016-12-04,"[""'boycotttrump' cracks the top 10 in app store""]"
GOOGL,2016-12-28,['the team that built the iphone: who were they and where are they now?']
GOOGL,2016-12-30,"[""10 years later: a look back at apple's first iphone event""]"
GOOGL,2017-01-02,['7 things younger than iphone as the device prepares to turn 10']
GOOGL,2017-02-08,"[""fbn's charlie gasparino tweets 'after @twitter upgraded it's safety procedures analyst are saying $googl could become a potential suitor for $twtr. i discuss now!'""]"
GOOGL,2017-03-23,"[""watching shares of googl as morgan stanley comments on alphabet's youtube ad issue, cites advertising sources saying 'this is a real issue'""]"
GOOGL,2017-07-24,"['facebook shares down 0.6% after hours, likely on the heels of alphabet earnings, resulting move lower in googl shares']"
GOOGL,2017-08-01,['all eyes on iphone as apple kicks off august with earnings after closing bell']
GOOGL,2017-08-02,"[""keybanc's hargreaves: strong iphone sales in q3 is a concern"", 'iphone legacies: 6 industries the smart phone hammered']"
GOOGL,2017-08-15,"[""sacconaghi: google is paying apple $3 billion a year to remain iphone's search engine""]"
GOOGL,2017-09-26,"['apple outraces google for on ai development with launch of iphone x, 8']"
GOOGL,2017-10-13,"[""from app store to financing in 10 minutes: autogravity is fintech's answer to car shopping""]"
GOOGL,2017-12-27,"[""bgr publishes 'a christmas miracle: google pixel 2 activations surpassed iphone x and galaxy note 8'""]"
GOOGL,2018-01-31,['upcoming earnings: iphone sales in focus when apple']
GOOGL,2018-04-10,"[""fang stocks all making new highs during facebook ceo's congressional testimony; fb +4.4%, amzn + 2.1%, nflx +2.8%, googl +1.68%""]"
GOOGL,2018-06-26,"[""the street's doug kass tweets: 'covered shorts: $sbux and $dis added to longs: $box, $dwdp and $googl and, importantly, took in my entire long $spy puts and short $qqq now at market neutral.'""]"
GOOGL,2018-07-09,"[""'sold my trading long rental in $googl at $1161 for a large gain. @realmoney' street's doug kass tweets""]"
GOOGL,2018-10-08,['uk court blocked attempt to bring legal action against google over iphone data collection claims']
GOOGL,2019-01-31,"[""'apple blocks google from running its internal ios apps'  verge""]"
GOOGL,2019-06-03,['apple highlighting enhanced privacy features on ios 13']
GOOGL,2019-06-10,"[""'sources say @google gearing up for epic battle w trump doj over antitrust issues; unclear if google has been contacted by doj; $googl believes it has a strong counterargument given past successful skirmishes with ftc any case could take years more now'""]"
