Ticker,Date,Cleaned_Headlines
AMZN,2025-01-02,['check out what whales are doing with amzn']
AMZN,2025-01-06,"['reported earlier, here enters into 10, $1b cloud infrastructure agreement with aws to support ai, live streaming map and location services for automotive, transportation, logistics, and mobility companies globally', 'melania trump to produce upcoming amazon prime documentary about her life and influence in trump political universe']"
AMZN,2025-01-07,"['bmw launches intelligent personal assistant powered by alexa custom assistant technology; llm features for conversational navigation and trip planning to roll out in select vehicles and countries in 2025', 'honda partners with aws to develop software vehicles, enhance ev charging, and improve performance using generative ai']"
AMZN,2025-01-08,"[""amazon aws to invest $11 billion in georgia to boost ai and cloud infrastructure: 'expect to create more than 550 well jobs'""]"
AMZN,2025-01-09,"[""disney's ad streaming reaches 157 million users globally, 112 million in us: here's how it compares with netflix and amazon prime"", ""amazon's buy with prime offering to soon expand to watch and accessories brand fossil.com""]"
AMZN,2025-01-10,"['""amazon ends \'prime try before you buy\' service"" - the information']"
AMZN,2025-01-15,"[""siri, alexa and google assistant may become a thing of the past thanks to chatgpt tasks — here's how to use the new feature""]"
AMZN,2025-01-17,['mrbeast unveils mystery box giveaway to celebrate beast games episode 6 release on amazon prime video']
AMZN,2025-01-20,"[""apple's making your mac's mail much smarter: here's what's coming""]"
AMZN,2025-01-21,"[""apple's iphone dependence remains, but services, wearables offer growth potential: analyst"", 'aws, robotics, prime video ads fuel amazon growth potential: analysts']"
AMZN,2025-01-24,"[""amazon's aws boosts federal support with booz allen collaboration on cybersecurity and ai"", 'booz allen and aws partner to accelerate federal digital transformation through scalable technology solutions']"
AMZN,2025-01-25,"['amazon prime video shifts focus to live sports, looks to become profitable by end of 2025']"
AMZN,2025-01-30,['amazon ai aws boom: can it outshine microsoft azure?']
AMZN,2025-01-31,"[""china's deepseek lands on microsoft azure and aws — the same model that shook silicon valley""]"
AMZN,2025-02-04,"[""'eyeing higher margins, aws and other cloud providers embrace deepseek' - the information"", ""what's in store for amazon in q4? analyst sees growing ai for aws""]"
AMZN,2025-02-05,['reuters reported amazon prepares to release alexa generative ai revamp after delays with a price tag of $5 to $10 per month']
AMZN,2025-02-06,"['amazon q4: net sales rise 10% yoy to $187.8b, north america up 10% to $115.6b, international up 8% to $43.4b, aws surges 19% to $28.8b', ""amazon's 'remarkable alexa' is coming—here's what to expect from the ai overhaul and its potential $10 monthly fee""]"
AMZN,2025-02-07,['amazon prime video spokesperson']
AMZN,2025-02-11,['salesforce and aws pledge $500m to boost ai development in saudi arabia']
AMZN,2025-02-14,"['""amazon\'s new alexa delayed — again — over incorrect answers"" - washington post']"
AMZN,2025-02-20,"[""amazon is killing a key kindle feature that let you back up your ebooks: here's what will change for you (updated)""]"
AMZN,2025-02-23,"['consumer tech news (feb 17 21): mexico warns alphabet over naming of the ""gulf of mexico"" on maps, apple launches iphone 16e & more']"
AMZN,2025-02-26,"['amazon announces ai features for alexa: will it finally turn around its unprofitable device business?', 'alexa+ is $19.99 per month for non members, free for prime; alexa+ will be available in march to some users, more over time', 'amazon announces new alexa called alexa+']"
AMZN,2025-02-27,"[""'amazon plans to unveil new alexa devices in the fall, ceo""]"
AMZN,2025-02-28,['pearson and aws expand partnership to revolutionize ai personalized learning worldwide']
AMZN,2025-03-03,"['market whales and their recent bets on amzn options', 'okta passes $1b in sales in aws marketplace over the past 4']"
