Ticker,Date,Cleaned_Headlines
UNH,2015-03-30,['health care etfs moving on unh deal']
UNH,2016-12-05,['option alert: unh june $155 puts sweep at the ask: volume of 670 vs open interest of 151']
UNH,2017-03-07,"['benzinga premarket prep host dennis dick tweets: ex tomorrow: $wmt $.51, $wm $.42, $gm $.38, $kmb $.97, $trv .67, $unh .62, $oxy .76, $adp .57, $rai .51']"
UNH,2017-05-31,"[""citron research tweets 'citron issues challenge to $exas wall st has the price of cologuard at over $500, yet company does not disclose price of unh....no profits'""]"
UNH,2018-07-09,['american renal associates and unitedhealth group reach settlement wherein ara will pay unh $32m']
UNH,2018-11-15,"['apple watch now part of unitedhealthcare wearable device program that helps motivate people to walk nearly 12,000 steps per day']"
UNH,2019-09-26,"[""'$twlo chart bad, fundies good... where does it end? watch $unh for a tell.. i know, different group, but it's a real warning'  cramer tweets""]"
UNH,2019-12-04,"[""update: ubs on unitedhealth notes 'we sensed a renewed focus on unit cost management moving forward likely as a result of normalizing utilization trends. we expect that unh should be able to sustain its +13% lt eps growth'""]"
UNH,2021-04-15,"[""benzinga pro's top 5 stocks to watch for thursday, apr. 15, 2021: dell, aeo, gsk, unh, ino""]"
UNH,2021-12-27,"['cnbc final trades: uri, unh, csco and amd']"
UNH,2022-01-19,"[""(unh) - analyzing unitedhealth group inc.'s short interest""]"
UNH,2022-05-23,['check out what whales are doing with unh']
UNH,2022-06-15,['check out what whales are doing with unh']
UNH,2022-07-11,['check out what whales are doing with unh']
UNH,2022-07-22,['check out what whales are doing with unh']
UNH,2022-08-26,['check out what whales are doing with unh']
UNH,2022-08-30,['check out what whales are doing with unh']
UNH,2022-10-06,['check out what whales are doing with unh']
UNH,2022-10-13,['check out what whales are doing with unh']
UNH,2022-11-23,['check out what whales are doing with unh']
UNH,2022-12-05,['check out what whales are doing with unh']
UNH,2023-01-04,['check out what whales are doing with unh']
UNH,2023-03-28,['check out what whales are doing with unh']
UNH,2023-04-06,['check out what whales are doing with unh']
UNH,2023-04-25,"['cnbc final trades: unh, jnj, aos']"
UNH,2023-05-09,['check out what whales are doing with unh']
UNH,2023-06-05,['check out what whales are doing with unh']
UNH,2023-06-07,['check out what whales are doing with unh']
UNH,2023-06-27,['check out what whales are doing with unh']
UNH,2023-07-17,['check out what whales are doing with unh']
UNH,2023-07-19,"[""what's going on with unitedhealth group (unh) shares""]"
UNH,2023-07-28,['check out what whales are doing with unh']
UNH,2023-08-02,"[""(unh) - analyzing unitedhealth group's short interest""]"
UNH,2023-10-11,['check out what whales are doing with unh']
UNH,2023-11-16,"[""(unh) - analyzing unitedhealth group's short interest""]"
UNH,2023-12-11,['market whales and their recent bets on unh options']
UNH,2023-12-27,"[""big players' recent trades in unh options""]"
UNH,2024-02-01,['market whales and their recent bets on unh options']
UNH,2024-02-06,"[""(unh) - analyzing unitedhealth group's short interest""]"
UNH,2024-02-28,['smart money is betting big in unh options']
UNH,2024-03-07,['market whales and their recent bets on unh options']
UNH,2024-03-11,['check out what whales are doing with unh']
UNH,2024-04-08,['market whales and their recent bets on unh options']
UNH,2024-04-23,['check out what whales are doing with unh']
UNH,2024-05-06,['market whales and their recent bets on unh options']
UNH,2024-05-09,['smart money is betting big in unh options']
UNH,2024-05-20,['smart money is betting big in unh options']
UNH,2024-07-01,['check out what whales are doing with unh']
UNH,2024-07-18,['market whales and their recent bets on unh options']
UNH,2024-07-31,['check out what whales are doing with unh']
UNH,2024-08-05,['check out what whales are doing with unh']
UNH,2024-08-14,"[""(unh) - analyzing unitedhealth group's short interest""]"
UNH,2024-08-15,['smart money is betting big in unh options']
UNH,2024-10-14,"[""(unh) - analyzing unitedhealth group's short interest""]"
UNH,2024-10-17,['smart money is betting big in unh options']
UNH,2024-10-29,['smart money is betting big in unh options']
UNH,2024-11-15,"[""(unh) - analyzing unitedhealth group's short interest""]"
UNH,2024-12-03,['check out what whales are doing with unh']
UNH,2025-01-02,['smart money is betting big in unh options']
UNH,2025-01-17,"[""(unh) - analyzing unitedhealth group's short interest""]"
