Date,Adj Close,Close,High,Low,Open,Volume,Ticker,headline,sentiment_score,sentiment_class
2025-01-02,243.5821990966797,243.85000610351562,249.10000610351562,241.82000732421875,248.92999267578125,55740700,AAPL,"Tim Cook, Mark Zuckerberg, Elon Musk, And More: Tech Moguls Post Upbeat New Year Greetings: 'Have A Good Feeling About 2025' | Apple Discounts iPhone 16 Prices In China By Up To $68.5 As It Battles Huawei's Resurgence In The Country | UBS Cuts iPhone Sales Forecast For December Amid Stiff Competition From Rivals, Maintains Neutral Rating | Broadcom Thrives with 114% Stock Surge in AI Boom, While Intel Faces Steep Decline | Tech Predictions 2025: Apple's Edge AI Drive, M&A Heat, Cloud Hardware Shift | Assessing Apple's Performance Against Competitors In Technology Hardware, Storage &amp; Peripherals Industry | 'CPCS Secures Agreement With Apple For Enhanced Warnings To Protect Children From Hazards Of Battery Ingestion; Apple Takes Action To Address Labeling Violations On AirTags' - CPSC | Top 10 Trending Stocks On WallStreetBets As Of January 2, 2025 (Via Swaggy Stocks) | 10 Information Technology Stocks With Whale Alerts In Today's Session | Some Investors Are Selling Apple Stock Thursday: Here's Why",-0.28220809,negative
2025-01-03,243.0927276611328,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,AAPL,"Biden-Era Net Neutrality Rules Overturned By Federal Appeals Court: What It Means For Net Freedom, Cybersecurity And Consumers | Apple Settles $95 Million Lawsuit Over Siri Privacy Violations: Here's The Amount Affected Users Will Receive | Samsung Challenges Google With $60 Fitbit Killer, Also Brings $200 Budget Smartphone To The US: What You Need To Know | Apple Rival Huawei, Alibaba And Others Get Boost As China Doles Out Subsidies To Smartphone Buyers | Microsoft's Copilot Plus Set To Expand To Mini PCs At CES As Windows-Maker Looks To Take On Apple's Mac Mini | Warren Buffett's S&P 500 Fund Strategy Faces New Challenge As Market Concentration Hits Levels Not Seen Since 1930s: Top 10 Companies Now 800X Bigger Than 75% Of Stocks On The Index | B of A Securities Maintains Buy on Apple, Maintains $256 Price Target | Top 10 Trending Stocks On WallStreetBets As Of January 3, 2025 (Via Swaggy Stocks) | Evaluating Apple Against Peers In Technology Hardware, Storage &amp; Peripherals Industry | Apple, Microsoft, Nvidia Push Vanguard's Low-Cost S&P 500 ETF Higher | Bernstein Maintains Outperform on Apple, Raises Price Target to $260 | Apple iPhones Lose Ground In China As Subsidies Boost Huawei, Domestic Rivals | 10 Information Technology Stocks Whale Activity In Today's Session | Nvidia's $2 Trillion AI Rally In 2024 Fueled by Chips, Startups, and Robotics",-0.7669226,positive
2025-01-06,244.73092651367188,245.0,247.3300018310547,243.1999969482422,244.30999755859375,45045600,AAPL,"Apple Supplier Foxconn Posts Record Revenue, Rides High On AI Server Demand And Nvidia Partnership | OpenAI CEO Sam Altman Says Company Losing Money On ChatGPT Pro Plan | AI Chip Stocks Nvidia, Broadcom, AMD, Taiwan Semi, Micron, Super Micro Surge Premarket: Whats Going On? | Top 10 Trending Stocks On WallStreetBets As Of January 6, 2025 (Via Swaggy Stocks) | Insights Into Apple's Performance Versus Peers In Technology Hardware, Storage &amp; Peripherals Sector | Big Tech's Date With Antitrust: Alphabet, Meta, Amazon Brace For Legal Showdowns In 2025 | AI, Quantum, And Robotics in Focus – All Eyes On Nvidia CEO Keynote | Warren Buffett Beats S&P 500 In 2024, How Oracle Of Omaha's Returns Compare Over Past 20 Years",0.6253121,neutral
2025-01-07,241.94400024414062,242.2100067138672,245.5500030517578,241.35000610351562,242.97999572753906,40856000,AAPL,"Apple Admits AI Flaws After BBC Complains, Vows Fix For Misleading News Summaries | Amid Nvidia's CES 2025 Buzz, Investors Overlooked Apple Supplier Foxconn's Strong Q4, Says Jim Cramer | Amazon's Ring Introduces Smart Smoke Alarms At CES 2025 Starting At $55 | MoffettNathanson Downgrades Apple to Sell, Lowers Price Target to $188 | Meta Discontinues $999 Quest Pro, Shifts Focus to Affordable Quest 3 | Taiwan Semiconductor Ramps Up Production in Japan, US, and Germany to Diversify Away from China | Top 10 Trending Stocks On WallStreetBets As Of January 7, 2025 (Via Swaggy Stocks) | This Apple Analyst Turns Bearish; Here Are Top 5 Downgrades For Tuesday | United Airlines To Rally Around 42%? Here Are 10 Top Analyst Forecasts For Tuesday | Apple Admits AI Flaws After BBC Complains, Vows Fix For Misleading News Summaries | Amid Nvidia's CES 2025 Buzz, Investors Overlooked Apple Supplier Foxconn's Strong Q4, Says Jim Cramer | Amazon's Ring Introduces Smart Smoke Alarms At CES 2025 Starting At $55 | MoffettNathanson Downgrades Apple to Sell, Lowers Price Target to $188 | Meta Discontinues $999 Quest Pro, Shifts Focus to Affordable Quest 3 | Taiwan Semiconductor Ramps Up Production in Japan, US, and Germany to Diversify Away from China | Top 10 Trending Stocks On WallStreetBets As Of January 7, 2025 (Via Swaggy Stocks) | This Apple Analyst Turns Bearish; Here Are Top 5 Downgrades For Tuesday | United Airlines To Rally Around 42%? Here Are 10 Top Analyst Forecasts For Tuesday | Evaluating Apple Against Peers In Technology Hardware, Storage &amp; Peripherals Industry | This Is What Whales Are Betting On Apple | Apple Analyst Flags iPhone AI Struggles, Google Deal Risks | 3 Digital Infrastructure ETFs In Focus As Trump Reveals Billion-Dollar Data Center Construction Plan",0.44973266,neutral
2025-01-08,242.43344116210938,242.6999969482422,243.7100067138672,240.0500030517578,241.9199981689453,37628900,AAPL,"Dell Simplifies PC Lineup With Apple-Like Branding: XPS, Inspiron Brands Are Gone For Good | 10 Information Technology Stocks With Whale Alerts In Today's Session",0.496055,neutral
2025-01-10,236.58987426757812,236.85000610351562,240.16000366210938,233.0,240.00999450683594,61710900,AAPL,"Apple's Alarm Issue Persists: iOS 18 Fails To Fix The Longstanding Problem Leaving Users Oversleeping | Taiwan Semiconductor Hits $26.3 Billion Q4 Revenue, Reportedly Ends PowerAIR Deal Over Huawei Chip Breach Amid US Sanctions | $100 Invested In This Stock 15 Years Ago Would Be Worth This Much Today | Analyst Ming-Chi Kuo Says ""Apple Likely To Face Fiercer Challenges in 2025, Requiring Caution Against Potential Downside Risks from Earlier Overly Optimistic Market Sentiment"" | 10 Information Technology Stocks Whale Activity In Today's Session | SpaceX, Apple, Airbnb And More Companies Pitch In To Support California Residents After Wildfires: 'We Want To Help'",-0.5215874,positive
2025-01-13,234.14256286621094,234.39999389648438,234.6699981689453,229.72000122070312,233.52999877929688,49630700,AAPL,"Mark Zuckerberg Slams Apple On Joe Rogan Podcast, Says They Are 'Sitting' On Steve Jobs' Legacy — But Meta CEO's Feud With Tim Cook Is Nothing New | Top 10 Trending Stocks On WallStreetBets As Of January 13, 2025 (Via Swaggy Stocks) | Taiwan Semiconductor Begins 4nm Chip Production in Arizona, Eyes $11.4 Billion Q4 Profit | Understanding Apple's Position In Technology Hardware, Storage &amp; Peripherals Industry Compared To Competitors | Apple's iPhone Market Share Declines in China, Huawei and Xiaomi Gain Momentum in 2024: Counterpoint | TikTok Ban Deadline Ahead: What Will Happen To App On Your Phone?",0.022290643,negative
2025-01-14,233.02378845214844,233.27999877929688,236.1199951171875,232.47000122070312,234.75,39435300,AAPL,"SoftBank-Backed Arm Plans Major Price Hike: Apple, Qualcomm Supplier Explores Chip Development | EU Reconsiders Apple, Meta And Google Investigations Ahead Of Trump's Potential White House Return: 'It's Going To Be A Whole New Ballgame' | Jim Cramer Says 'One-Two Punch' From Government And Meta CEO Mark Zuckerberg Led To Nasdaq's Monday Decline: '...May Have Been Too Much For Everyone' | Performance Comparison: Apple And Competitors In Technology Hardware, Storage &amp; Peripherals Industry | Apple And Nvidia Supplier Taiwan Semiconductor Leads Semiconductor Market with 64% Share | 10 Information Technology Stocks With Whale Alerts In Today's Session | Apple Sees Market Share Decline in 2024 as Chinese Smartphone Brands Surge Globally: IDC",0.01563026,negative
2025-01-15,237.60874938964844,237.8699951171875,238.9600067138672,234.42999267578125,234.63999938964844,39832000,AAPL,"Siri, Alexa And Google Assistant May Become A Thing Of The Past Thanks To ChatGPT Tasks — Here's How To Use The New Feature | Siri, Alexa And Google Assistant May Become A Thing Of The Past Thanks To ChatGPT Tasks — Here's How To Use The New Feature | Decoding Apple's Options Activity: What's the Big Picture? | Investigating Apple's Standing In Technology Hardware, Storage &amp; Peripherals Industry Compared To Competitors | Goldman Sachs CEO Says For The Apple Card Platform This Year, There Was Roughly 75 To 100 Basis Point Drag On The Firm's Overall ROE; Have Partnership With Apple On The Card Business Until 2030 Although There's Some Possibility That It Won't Continue Until That Timeframe | 10 Information Technology Stocks Whale Activity In Today's Session",-0.09650776,positive
2025-01-16,228.00930786132812,228.25999450683594,238.00999450683594,228.02999877929688,237.35000610351562,71759100,AAPL,"Steve Jobs Dropped The First iPod Prototype In A Fish Tank And It Wasn't To Test If It Was Waterproof | Apple Eyes Barclays And Synchrony To Replace Goldman Sachs As Credit Card Partner: Report | Apple MixC Hefei Set To Open As First Store In Anhui, China | Apple Stock Has Moved Up 4.2% Since iPhone 16 Launched, Analyst Says It Has Another 8% Upside As Manufacturing Cost Decline Bolsters Cupertino's Margins | Taiwan Semiconductor Q4 Earnings: 3nm and 5nm Nodes Lead Topline Growth, Expands Margins, Issues Strong Q1 Outlook | AI Chip Stocks Gain Momentum On Taiwan Semiconductor Performance;  Biden's Semiconductor Sanctions Kick In | Insights Into Apple's Performance Versus Peers In Technology Hardware, Storage &amp; Peripherals Sector | 10 Information Technology Stocks With Whale Alerts In Today's Session | Stocks Pause, Chipmakers Rise, Gold Hits 2-Month Highs: What's Driving Markets Thursday? | Bond Rally Drives Stock Market, Taiwan Semi Results Show AI Demand, Manipulators Having A Heyday With Quantum Computing | State Farm Pulls Super Bowl Ad, AppleTV+ Campaign After California Fires To Focus On 'Safety Of Our Customers' | Apple Shares Dip As iPhone Sales In China Decline Sharply In 2024: What's Going On?",-0.7848342,positive
