,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,Logistic Regression,0.9553450608930988,"[[295  19]
 [ 14 411]]",2022-03-18,2025-02-27,1077 days,61.02841677943166,10341.763870239265,11253.28413391114,3.417638702392651,23.782829534539438,1.1525380594797907,24.098407265495716,0.7894085201376466,0.04782631676783069,0.06963092240426062,0.03531291598217916,-9.375141713018785,0.5378998489995767,-32.63786145730432,-5.970913765994636,813 days,98 days,22,36.36363636363637,27.670170298793863,-8.014326023438256,0.1543125749061014,125 days,29 days,1.195655834991621,0.5140512289317253,0.10303062285029725,0.02333303393065994,MyStrategy,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2022-03-18  10000.00000        0.000              NaT
2022-03-21  10000.00000        0.000              NaT
2022-03-22  10000.00000        0.000              NaT
2022-03-23  10000.00000        0.000              NaT
2022-03-24  10000.00000        0.000              NaT
...                 ...          ...              ...
2025-02-21  10341.76387        0.081              NaT
2025-02-24  10341.76387        0.081              NaT
2025-02-25  10341.76387        0.081              NaT
2025-02-26  10341.76387        0.081              NaT
2025-02-27  10341.76387        0.081          23 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     70         5       16  141.916000  131.823502  ... 2022-04-11  17 days  None                 1               0
1     80        53       54  116.062500  116.704498  ... 2022-06-06   3 days  None                 0               0
2     80        56       58  116.761497  112.445000  ... 2022-06-10   2 days  None                 1               0
3     76        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
4     72        92       93  115.300003  114.000000  ... 2022-08-02   1 days  None                 0               0
5     70        95      112  117.480003  109.989998  ... 2022-08-29  25 days  None                 1               0
6     80       153      154   96.430000   94.519997  ... 2022-10-27   1 days  None                 0               0
7     77       167      189   98.260002   90.760002  ... 2022-12-16  31 days  None                 1               0
8     71       212      226   97.949997   95.449997  ... 2023-02-10  18 days  None                 1               0
9     72       242      244   94.980003   94.050003  ... 2023-03-09   2 days  None                 1               0
10    70       249      316   96.199997  120.000000  ... 2023-06-22  98 days  None                 1               1
11    69       317      320  121.379997  117.089996  ... 2023-06-28   5 days  None                 1               1
12    68       321      328  119.239998  116.290001  ... 2023-07-11  12 days  None                 1               0
13    63       332      380  125.940002  130.759995  ... 2023-09-22  67 days  None                 1               0
14    61       390      404  134.009995  123.269997  ... 2023-10-26  20 days  None                 1               0
15    57       416      429  131.779999  131.860001  ... 2023-12-01  18 days  None                 1               0
16    55       441      470  136.839996  142.119995  ... 2024-02-01  44 days  None                 1               0
17    55       500      585  142.500000  181.929993  ... 2024-07-18 125 days  None                 1               0
18    61       631      671  164.350006  173.419998  ... 2024-11-18  56 days  None                 1               1
19    61       672      675  173.720001  165.850006  ... 2024-11-22   3 days  None                 1               0
20    54       687      701  185.309998  190.649994  ... 2025-01-02  22 days  None                 1               1
21    54       702      724  191.369995  189.500000  ... 2025-02-06  34 days  None                 1               0

[22 rows x 15 columns]"
1,Random Forest,0.8768606224627875,"[[286  28]
 [ 63 362]]",2022-03-18,2025-02-27,1077 days,57.1041948579161,8532.541671752937,10521.210891723636,-14.67458328247063,23.782829534539438,-5.267794749239951,22.113747748696134,-3.645167295649454,-0.2382135678268533,-0.3234308891463744,-0.2110941505005944,-26.81653185875855,0.5105342305319203,-24.95471682539644,-9.36724846178766,428 days,134 days,32,37.5,19.13684510348137,-9.982478132486495,-0.5033327869931381,102 days,18 days,0.8434819775121707,-0.34352969031561864,-0.511872380361539,-0.10931098103002623,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23   9969.255859     0.003074              NaT
2022-03-24  10206.604492     0.000000           2 days
...                  ...          ...              ...
2025-02-21   8532.541672     0.189015              NaT
2025-02-24   8532.541672     0.189015              NaT
2025-02-25   8532.541672     0.189015              NaT
2025-02-26   8532.541672     0.189015              NaT
2025-02-27   8532.541672     0.189015         232 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     72         3       17  138.702499  131.600006  ... 2022-04-12  20 days  None                 1               0
1     81        53       54  116.062500  116.704498  ... 2022-06-06   3 days  None                 0               1
2     82        55       56  115.480499  116.761497  ... 2022-06-08   1 days  None                 0               0
3     82        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
4     78        93       94  114.000000  115.709999  ... 2022-08-03   1 days  None                 0               1
5     77        95      110  117.480003  114.239998  ... 2022-08-25  21 days  None                 1               1
6     77       111      112  114.720001  109.989998  ... 2022-08-29   3 days  None                 0               0
7     88       153      154   96.430000   94.519997  ... 2022-10-27   1 days  None                 0               0
8     85       168      189   97.900002   90.760002  ... 2022-12-16  30 days  None                 1               0
9     85       207      226   90.849998   95.449997  ... 2023-02-10  28 days  None                 1               0
10    81       250      319  100.260002  117.080002  ... 2023-06-27 102 days  None                 1               0
11    79       323      328  119.239998  116.290001  ... 2023-07-11   8 days  None                 1               0
12    73       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
13    69       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
14    63       419      431  135.190002  128.949997  ... 2023-12-05  19 days  None                 1               0
15    58       443      470  139.490005  142.119995  ... 2024-02-01  42 days  None                 1               0
16    58       500      541  142.500000  169.770004  ... 2024-05-14  60 days  None                 1               1
17    58       542      550  170.630005  174.449997  ... 2024-05-28  13 days  None                 1               1
18    57       551      552  175.429993  175.199997  ... 2024-05-30   1 days  None                 0               0
19    56       561      563  178.250000  174.220001  ... 2024-06-14   2 days  None                 1               1
20    56       564      566  175.460007  175.369995  ... 2024-06-20   3 days  None                 1               0
21    55       568      581  180.160004  185.080002  ... 2024-07-12  18 days  None                 1               0
22    54       583      584  187.360001  182.970001  ... 2024-07-17   1 days  None                 0               0
23    59       610      617  167.259995  161.720001  ... 2024-09-03  12 days  None                 1               0
24    60       628      630  159.860001  163.500000  ... 2024-09-20   2 days  None                 1               1
25    59       631      642  164.350006  163.940002  ... 2024-10-08  15 days  None                 1               0
26    54       658      671  180.679993  173.419998  ... 2024-11-18  19 days  None                 1               0
27    53       673      674  177.339996  173.899994  ... 2024-11-21   1 days  None                 0               0
28    49       687      701  185.309998  190.649994  ... 2025-01-02  22 days  None                 1               0
29    48       703      707  193.979996  190.070007  ... 2025-01-13   7 days  None                 1               0
30    46       712      717  199.070007  192.750000  ... 2025-01-28   7 days  None                 1               0
31    44       721      724  200.690002  189.500000  ... 2025-02-06   3 days  None                 1               0

[32 rows x 15 columns]"
2,XGBoost,0.9634641407307172,"[[300  14]
 [ 13 412]]",2022-03-18,2025-02-27,1077 days,59.53991880920162,9585.239265441895,10555.769203186037,-4.147607345581054,23.782829534539438,-1.4341244998820168,23.514428961427935,-0.9862749438430574,-0.060989127239045156,-0.08555456422191826,-0.04928508389865938,-16.907506972554778,0.5365173058337199,-29.09855044237891,-7.61865028749044,947 days,153 days,14,42.857142857142854,25.529827987938592,-9.982478132486495,-0.29320710023762464,126 days,45 days,1.034606356000655,0.1158906082338762,-0.1466950754679437,-0.0491995691540657,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10000.000000     0.000000              NaT
2022-03-24  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   9585.239265     0.091943              NaT
2025-02-24   9585.239265     0.091943              NaT
2025-02-25   9585.239265     0.091943              NaT
2025-02-26   9585.239265     0.091943              NaT
2025-02-27   9585.239265     0.091943          23 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     70         5       17  141.916000  131.600006  ... 2022-04-12  18 days  None                 1               0
1     79        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
2     73        95      112  117.480003  109.989998  ... 2022-08-29  25 days  None                 1               0
3     83       153      154   96.430000   94.519997  ... 2022-10-27   1 days  None                 0               0
4     81       168      189   97.900002   90.760002  ... 2022-12-16  30 days  None                 1               0
5     75       212      226   97.949997   95.449997  ... 2023-02-10  18 days  None                 1               0
6     71       250      328  100.260002  116.290001  ... 2023-07-11 116 days  None                 1               0
7     66       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
8     62       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
9     57       419      431  135.190002  128.949997  ... 2023-12-05  19 days  None                 1               0
10    52       443      470  139.490005  142.119995  ... 2024-02-01  42 days  None                 1               0
11    52       500      586  142.500000  178.880005  ... 2024-07-19 126 days  None                 1               0
12    57       631      675  164.350006  165.850006  ... 2024-11-22  60 days  None                 1               0
13    51       687      726  185.309998  187.350006  ... 2025-02-10  61 days  None                 1               0

[14 rows x 15 columns]"
3,SVM,0.9648173207036536,"[[301  13]
 [ 13 412]]",2022-03-18,2025-02-27,1077 days,59.26928281461434,9792.719558715822,10782.279495239261,-2.0728044128417786,23.782829534539438,-0.7117127757598318,23.6108028936426,-0.48889969131853395,-0.03014352281732301,-0.04263522448314413,-0.025763418913274657,-14.678535797593357,0.5300349719298315,-27.624935112673278,-6.735151832703212,823 days,119 days,13,46.15384615384615,25.529827987938592,-9.982478132486495,-0.16220175917533997,126 days,48 days,1.08024402979464,0.27716797719698527,-0.07195371687698081,-0.025916215498121065,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10000.000000     0.000000              NaT
2022-03-24  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   9792.719559     0.091777              NaT
2025-02-24   9792.719559     0.091777              NaT
2025-02-25   9792.719559     0.091777              NaT
2025-02-26   9792.719559     0.091777              NaT
2025-02-27   9792.719559     0.091777          23 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     70         5       17  141.916000  131.600006  ... 2022-04-12  18 days  None                 1               0
1     79        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
2     73        95      112  117.480003  109.989998  ... 2022-08-29  25 days  None                 1               0
3     82       168      189   97.900002   90.760002  ... 2022-12-16  30 days  None                 1               0
4     76       212      226   97.949997   95.449997  ... 2023-02-10  18 days  None                 1               0
5     73       250      328  100.260002  116.290001  ... 2023-07-11 116 days  None                 1               0
6     67       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
7     63       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
8     58       419      431  135.190002  128.949997  ... 2023-12-05  19 days  None                 1               0
9     53       443      470  139.490005  142.119995  ... 2024-02-01  42 days  None                 1               0
10    53       500      586  142.500000  178.880005  ... 2024-07-19 126 days  None                 1               0
11    58       631      675  164.350006  165.850006  ... 2024-11-22  60 days  None                 1               0
12    52       687      726  185.309998  187.350006  ... 2025-02-10  61 days  None                 1               0

[13 rows x 15 columns]"
4,Naive Bayes,0.5751014884979703,"[[  0 314]
 [  0 425]]",2022-03-18,2025-02-27,1077 days,0.0,12365.090393066406,15130.330749511719,23.650903930664064,23.782829534539438,7.507658362857361,35.478525273397906,5.092718476676672,0.21161134249530564,0.33203426096303845,0.18139012199975763,0.039336678968396654,0.9927989105503595,-41.389565650478986,-5.8556367846472375,654 days,46 days,0,,,,,,,,,,,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10274.954117     0.000000              NaT
2022-03-23  10158.701706     0.011314              NaT
2022-03-24  10399.346848     0.000000           2 days
...                  ...          ...              ...
2025-02-21  13179.770660     0.128917              NaT
2025-02-24  13149.840393     0.130895              NaT
2025-02-25  12870.250259     0.149374              NaT
2025-02-26  12673.880081     0.162353              NaT
2025-02-27  12365.090393     0.182761          23 days

[739 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []"
5,Gradient Boosting,0.8132611637347767,"[[300  14]
 [124 301]]",2022-03-18,2025-02-27,1077 days,45.33152909336942,9360.358161926273,10109.704559326172,-6.396418380737268,23.782829534539438,-2.228857009210228,20.74507791007716,-1.5347660709275401,-0.10744028144273851,-0.1517486413564732,-0.0687960836064268,-16.620475245203217,0.42989236623916877,-32.39802169497352,-8.85371043318247,1060 days,269 days,20,50.0,15.988428523585863,-9.982478132486495,-0.34163738144792344,116 days,23 days,0.9470409699663004,-0.13706387964558697,-0.2774618002357743,-0.08704815947995359,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23   9969.255859     0.003074              NaT
2022-03-24  10035.819824     0.000000           2 days
...                  ...          ...              ...
2025-02-21   9360.358162     0.074121              NaT
2025-02-24   9360.358162     0.074121              NaT
2025-02-25   9360.358162     0.074121              NaT
2025-02-26   9360.358162     0.074121              NaT
2025-02-27   9360.358162     0.074121        1060 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     72         3        4  138.702499  139.199997  ... 2022-03-24   1 days  None                 0               1
1     70         5       17  141.916000  131.600006  ... 2022-04-12  18 days  None                 1               0
2     80        57       58  116.327499  112.445000  ... 2022-06-10   1 days  None                 0               0
3     76        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
4     71        95      112  117.480003  109.989998  ... 2022-08-29  25 days  None                 1               0
5     81       153      154   96.430000   94.519997  ... 2022-10-27   1 days  None                 0               0
6     78       168      189   97.900002   90.760002  ... 2022-12-16  30 days  None                 1               0
7     77       209      210   92.139999   90.720001  ... 2023-01-19   1 days  None                 0               0
8     71       212      226   97.949997   95.449997  ... 2023-02-10  18 days  None                 1               0
9     68       250      328  100.260002  116.290001  ... 2023-07-11 116 days  None                 1               0
10    63       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
11    59       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
12    54       419      431  135.190002  128.949997  ... 2023-12-05  19 days  None                 1               0
13    50       443      470  139.490005  142.119995  ... 2024-02-01  42 days  None                 1               0
14    50       500      525  142.500000  154.309998  ... 2024-04-22  38 days  None                 1               1
15    49       526      552  156.960007  175.199997  ... 2024-05-30  37 days  None                 1               0
16    45       577      578  189.899994  190.309998  ... 2024-07-09   1 days  None                 0               0
17    53       630      631  163.500000  164.350006  ... 2024-09-23   3 days  None                 0               0
18    49       664      665  177.410004  180.649994  ... 2024-11-08   1 days  None                 0               0
19    48       687      688  185.309998  195.000000  ... 2024-12-12   1 days  None                 0               0

[20 rows x 15 columns]"
6,K-Nearest Neighbors,0.8768606224627875,"[[257  57]
 [ 34 391]]",2022-03-18,2025-02-27,1077 days,64.81732070365359,10376.16479492188,11422.81472778321,3.761647949218805,23.782829534539438,1.26715082480382,24.99255132311884,0.867755570953066,0.05070113924830349,0.07357047089044988,0.03919306742172674,-9.603394346311585,0.5619618252790546,-32.33099392729268,-5.472412258463983,813 days,90 days,31,45.16129032258064,27.63242319138022,-11.347446858814681,0.12102310368635738,108 days,22 days,1.1778174502722287,0.36897993810711255,0.1107064091608151,0.026761065340431434,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23   9969.255859     0.003074              NaT
2022-03-24  10206.604492     0.000000           2 days
...                  ...          ...              ...
2025-02-21  10376.164795     0.091628              NaT
2025-02-24  10376.164795     0.091628              NaT
2025-02-25  10376.164795     0.091628              NaT
2025-02-26  10376.164795     0.091628              NaT
2025-02-27  10376.164795     0.091628          23 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     72         3       17  138.702499  131.600006  ... 2022-04-12  20 days  None                 1               0
1     81        57       58  116.327499  112.445000  ... 2022-06-10   1 days  None                 0               0
2     82        70       71  111.552002  110.000000  ... 2022-06-30   1 days  None                 0               0
3     77        76       82  117.250000  112.639999  ... 2022-07-18  10 days  None                 1               0
4     76        85       87  114.279999  108.410004  ... 2022-07-25   4 days  None                 1               0
5     72        93      109  114.000000  113.500000  ... 2022-08-24  22 days  None                 1               0
6     82       138      139   99.830002  100.680000  ... 2022-10-06   1 days  None                 0               0
7     87       144      145   95.150002   99.989998  ... 2022-10-14   1 days  None                 0               0
8     88       150      154   97.849998   94.519997  ... 2022-10-27   6 days  None                 1               0
9     85       167      194   98.260002   87.110001  ... 2022-12-23  38 days  None                 1               1
10    84       195      196   88.800003   86.980003  ... 2022-12-28   1 days  None                 0               0
11    80       200      236   90.349998   89.870003  ... 2023-02-27  54 days  None                 1               0
12    77       241      316   94.019997  120.000000  ... 2023-06-22 108 days  None                 1               1
13    76       317      318  121.379997  120.760002  ... 2023-06-26   3 days  None                 0               0
14    73       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
15    69       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
16    63       419      431  135.190002  128.949997  ... 2023-12-05  19 days  None                 1               0
17    58       443      471  139.490005  139.259995  ... 2024-02-02  43 days  None                 1               0
18    57       500      542  142.500000  170.630005  ... 2024-05-15  61 days  None                 1               1
19    56       543      561  173.289993  178.250000  ... 2024-06-12  27 days  None                 1               1
20    56       562      586  176.110001  178.880005  ... 2024-07-19  36 days  None                 1               0
21    62       630      642  163.500000  163.940002  ... 2024-10-08  18 days  None                 1               1
22    62       643      646  163.449997  163.639999  ... 2024-10-14   5 days  None                 1               1
23    61       647      653  165.789993  164.759995  ... 2024-10-23   8 days  None                 1               1
24    62       654      655  162.830002  163.669998  ... 2024-10-25   1 days  None                 0               0
25    60       657      673  167.729996  177.339996  ... 2024-11-20  22 days  None                 1               1
26    62       674      676  173.899994  166.089996  ... 2024-11-25   4 days  None                 1               0
27    55       687      702  185.309998  191.369995  ... 2025-01-03  23 days  None                 1               1
28    54       703      715  193.979996  198.100006  ... 2025-01-24  18 days  None                 1               1
29    56       716      719  192.410004  198.000000  ... 2025-01-30   3 days  None                 1               1
30    55       720      726  202.000000  187.350006  ... 2025-02-10  10 days  None                 1               0

[31 rows x 15 columns]"
7,Decision Tree,0.8633288227334236,"[[232  82]
 [ 19 406]]",2022-03-18,2025-02-27,1077 days,66.71177266576454,8641.23110198975,10446.58165740967,-13.587688980102502,23.782829534539438,-4.858016637110641,23.95046928278456,-3.359369405444501,-0.2028359686715012,-0.2727505515452263,-0.17041323915153378,-27.75992775749721,0.5959021300141173,-28.507272447247047,-7.622007704212451,823 days,108 days,19,31.57894736842105,27.670170298793863,-10.06820733117918,-0.21060143741459258,125 days,37 days,1.0591921991405946,0.18592909058751517,-0.11914925868733905,-0.025612897844647042,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23   9969.255859     0.003074              NaT
2022-03-24  10035.819824     0.000000           2 days
...                  ...          ...              ...
2025-02-21   9210.391289     0.118334              NaT
2025-02-24   9189.481102     0.120336              NaT
2025-02-25   8994.151009     0.139034              NaT
2025-02-26   8856.960884     0.152167              NaT
2025-02-27   8641.231102     0.172817          23 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     72         3        4  138.702499  139.199997  ... 2022-03-24   1 days  None                 0               1
1     70         5       15  141.916000  135.583496  ... 2022-04-08  14 days  None                 1               0
2     81        68       69  118.273003  115.802498  ... 2022-06-28   1 days  None                 0               0
3     80        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
4     74        95      112  117.480003  109.989998  ... 2022-08-29  25 days  None                 1               0
5     85       153      154   96.430000   94.519997  ... 2022-10-27   1 days  None                 0               0
6     82       168      189   97.900002   90.760002  ... 2022-12-16  30 days  None                 1               0
7     76       212      226   97.949997   95.449997  ... 2023-02-10  18 days  None                 1               0
8     72       250      328  100.260002  116.290001  ... 2023-07-11 116 days  None                 1               0
9     66       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
10    63       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
11    57       419      431  135.190002  128.949997  ... 2023-12-05  19 days  None                 1               0
12    53       443      470  139.490005  142.119995  ... 2024-02-01  42 days  None                 1               0
13    53       500      585  142.500000  181.929993  ... 2024-07-18 125 days  None                 1               1
14    54       586      644  178.880005  160.869995  ... 2024-10-10  83 days  None                 1               0
15    53       646      650  163.639999  163.190002  ... 2024-10-18   4 days  None                 1               1
16    53       651      654  162.949997  162.830002  ... 2024-10-24   3 days  None                 1               0
17    51       656      717  168.750000  192.750000  ... 2025-01-28  92 days  None                 1               1
18    50       718      724  195.559998  189.500000  ... 2025-02-06   8 days  None                 1               0

[19 rows x 15 columns]"
8,AdaBoost,0.9648173207036536,"[[301  13]
 [ 13 412]]",2022-03-18,2025-02-27,1077 days,59.26928281461434,9792.719558715822,10782.279495239261,-2.0728044128417786,23.782829534539438,-0.7117127757598318,23.6108028936426,-0.48889969131853395,-0.03014352281732301,-0.04263522448314413,-0.025763418913274657,-14.678535797593357,0.5300349719298315,-27.624935112673278,-6.735151832703212,823 days,119 days,13,46.15384615384615,25.529827987938592,-9.982478132486495,-0.16220175917533997,126 days,48 days,1.08024402979464,0.27716797719698527,-0.07195371687698081,-0.025916215498121065,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10000.000000     0.000000              NaT
2022-03-23  10000.000000     0.000000              NaT
2022-03-24  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   9792.719559     0.091777              NaT
2025-02-24   9792.719559     0.091777              NaT
2025-02-25   9792.719559     0.091777              NaT
2025-02-26   9792.719559     0.091777              NaT
2025-02-27   9792.719559     0.091777          23 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     70         5       17  141.916000  131.600006  ... 2022-04-12  18 days  None                 1               0
1     79        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
2     73        95      112  117.480003  109.989998  ... 2022-08-29  25 days  None                 1               0
3     82       168      189   97.900002   90.760002  ... 2022-12-16  30 days  None                 1               0
4     76       212      226   97.949997   95.449997  ... 2023-02-10  18 days  None                 1               0
5     73       250      328  100.260002  116.290001  ... 2023-07-11 116 days  None                 1               0
6     67       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
7     63       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
8     58       419      431  135.190002  128.949997  ... 2023-12-05  19 days  None                 1               0
9     53       443      470  139.490005  142.119995  ... 2024-02-01  42 days  None                 1               0
10    53       500      586  142.500000  178.880005  ... 2024-07-19 126 days  None                 1               0
11    58       631      675  164.350006  165.850006  ... 2024-11-22  60 days  None                 1               0
12    52       687      726  185.309998  187.350006  ... 2025-02-10  61 days  None                 1               0

[13 rows x 15 columns]"
9,SGD Classifier,0.959404600811908,"[[290  24]
 [  6 419]]",2022-03-18,2025-02-27,1077 days,62.24627875507443,10902.038230895996,12005.778160095217,9.020382308959961,23.782829534539438,2.988842400202296,25.300554224654142,2.0413451654596626,0.11813347540386356,0.17676064589587073,0.09710080148723893,-4.508482126212526,0.5688500779743102,-30.780821109855538,-5.330401199705837,823 days,72 days,17,41.17647058823529,25.529827987938592,-9.982478132486495,0.5082853715777436,126 days,38 days,1.3317469618443272,0.8901420303076724,0.28852371260505966,0.0760567094750304,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-18  10000.000000     0.000000              NaT
2022-03-21  10000.000000     0.000000              NaT
2022-03-22  10274.954117     0.000000              NaT
2022-03-23  10158.701706     0.011314              NaT
2022-03-24  10399.346848     0.000000           2 days
...                  ...          ...              ...
2025-02-21  10902.038231     0.091934              NaT
2025-02-24  10902.038231     0.091934              NaT
2025-02-25  10902.038231     0.091934              NaT
2025-02-26  10902.038231     0.091934              NaT
2025-02-27  10902.038231     0.091934          23 days

[739 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice  ...   ExitTime Duration   Tag  Entry_get_signal Exit_get_signal
0     73         2       17  136.101501  131.600006  ... 2022-04-12  21 days  None                 1               0
1     82        56       58  116.761497  112.445000  ... 2022-06-10   2 days  None                 1               0
2     78        68       69  118.273003  115.802498  ... 2022-06-28   1 days  None                 0               0
3     77        76       89  117.250000  109.260002  ... 2022-07-27  19 days  None                 1               0
4     73        92      112  115.300003  109.989998  ... 2022-08-29  28 days  None                 1               0
5     84       153      154   96.430000   94.519997  ... 2022-10-27   1 days  None                 0               0
6     81       168      189   97.900002   90.760002  ... 2022-12-16  30 days  None                 1               0
7     80       208      210   92.059998   90.720001  ... 2023-01-19   2 days  None                 1               1
8     76       211      226   95.099998   95.449997  ... 2023-02-10  21 days  None                 1               0
9     75       249      328   96.199997  116.290001  ... 2023-07-11 117 days  None                 1               0
10    69       332      381  125.940002  129.830002  ... 2023-09-25  70 days  None                 1               0
11    66       391      404  136.940002  123.269997  ... 2023-10-26  17 days  None                 1               0
12    60       418      431  134.869995  128.949997  ... 2023-12-05  20 days  None                 1               0
13    56       442      470  138.970001  142.119995  ... 2024-02-01  43 days  None                 1               0
14    56       500      586  142.500000  178.880005  ... 2024-07-19 126 days  None                 1               0
15    61       631      675  164.350006  165.850006  ... 2024-11-22  60 days  None                 1               0
16    58       685      726  173.960007  187.350006  ... 2025-02-10  63 days  None                 1               0

[17 rows x 15 columns]"
