Date,Adj Close,Close,High,Low,Open,Volume,Supertrend,Direction,UpperBand,LowerBand,Uptrend,Downtrend,Ticker,Cleaned_Headlines,headline,sentiment_score
2015-01-02,26.045291900634766,26.16865348815918,26.49077033996582,26.133251190185547,26.37807846069336,28951268,27.384568214416504,-1,27.384568214416504,25.239453315734863,,27.384568214416504,,,No headline available,0.8877419
2015-01-05,25.502361297607422,25.623151779174805,26.14472007751465,25.582763671875,26.091365814208984,41196796,27.004810523986816,-1,27.004810523986816,25.239453315734863,,27.004810523986816,,,No headline available,0.8877419
2015-01-06,24.911293029785156,25.029281616210938,25.738086700439453,24.98390769958496,25.67949676513672,57998800,26.614212684631347,-1,26.614212684631347,25.239453315734863,,26.614212684631347,,,No headline available,0.8877419
2015-01-07,24.868610382080078,24.986400604248047,25.29275894165039,24.914098739624023,25.28059196472168,41301082,26.344920837402345,-1,26.344920837402345,23.86193684387207,,26.344920837402345,,,No headline available,0.8877419
2015-01-08,24.947023391723633,25.065183639526367,25.105073928833008,24.4827823638916,24.83132553100586,67071641,26.097958412933348,-1,26.097958412933348,23.86193684387207,,26.097958412933348,,,No headline available,0.8877419
2015-01-09,24.623947143554688,24.740575790405273,25.176876068115234,24.671764373779297,25.168899536132812,41427428,26.097958412933348,-1,26.097958412933348,23.86193684387207,,26.097958412933348,,,No headline available,0.8877419
2015-01-12,24.444290161132812,24.560070037841797,24.73090171813965,24.31125259399414,24.679243087768555,46535413,25.842518788383483,-1,25.842518788383483,23.86193684387207,,25.842518788383483,,,No headline available,0.8877419
2015-01-13,24.624441146850586,24.741073608398438,25.080141067504883,24.552091598510742,24.873708724975586,47409807,25.842518788383483,-1,25.842518788383483,23.86193684387207,,25.842518788383483,,,No headline available,0.8877419
2015-01-14,24.857196807861328,24.974931716918945,25.092607498168945,24.582508087158203,24.664783477783203,44714427,25.842518788383483,-1,25.842518788383483,23.86193684387207,,25.842518788383483,,,No headline available,0.8877419
2015-01-15,24.902854919433594,25.02080535888672,25.214773178100586,24.819856643676758,25.209287643432617,54316718,25.842518788383483,-1,25.842518788383483,23.86193684387207,,25.842518788383483,,,No headline available,0.8877419
2015-01-16,25.21501350402832,25.334444046020508,25.339929580688477,24.931549072265625,24.932048797607422,45965854,25.842518788383483,-1,25.842518788383483,23.86193684387207,,25.842518788383483,,,No headline available,0.8877419
2015-01-20,25.15645408630371,25.275606155395508,25.554838180541992,25.23152732849121,25.480045318603516,44640224,25.842518788383483,-1,25.842518788383483,24.09416925612542,,25.842518788383483,,,No headline available,0.8877419
2015-01-21,25.70931053161621,25.83108139038086,25.892911911010742,25.24070167541504,25.293058395385742,45374234,25.842518788383483,-1,25.842518788383483,24.202031573982115,,25.842518788383483,,,No headline available,0.8877419
2015-01-22,26.520727157592773,26.64634132385254,26.74307632446289,25.913854598999023,26.002609252929688,53538588,24.826569284198648,1,25.842518788383483,24.826569284198648,24.826569284198648,,,,No headline available,0.8877419
2015-01-23,26.796659469604492,26.923580169677734,27.034276962280273,26.5770320892334,26.706178665161133,45634948,25.316774504063694,1,28.294534547449977,25.316774504063694,25.316774504063694,,,,No headline available,0.8877419
2015-01-26,26.56142234802246,26.68722915649414,26.876211166381836,26.41098976135254,26.85277557373047,30874534,25.316774504063694,1,28.137369605888573,25.316774504063694,25.316774504063694,,,,No headline available,0.8877419
2015-01-27,25.738590240478516,25.86050033569336,26.46234893798828,25.838560104370117,26.425947189331055,38080263,25.316774504063694,1,27.74944746463565,25.316774504063694,25.316774504063694,,GOOG,['what comes after the apple watch? 12 apple patents provide clues'],['what comes after the apple watch? 12 apple patents provide clues'],0.9160391
2015-01-28,25.310298919677734,25.4301815032959,26.077903747558594,25.4301815032959,26.067432403564453,33676205,25.316774504063694,1,27.38745294781686,25.316774504063694,25.316774504063694,,,,No headline available,0.8877419
2015-01-29,25.343055725097656,25.463090896606445,25.48453140258789,24.99138641357422,25.480045318603516,83727244,25.316774504063694,1,26.85597169493581,25.316774504063694,25.316774504063694,,,,No headline available,0.8877419
2015-01-30,26.527179718017578,26.65282440185547,26.919591903686523,25.705425262451172,25.722379684448242,112127002,25.316774504063694,1,26.85597169493581,25.316774504063694,25.316774504063694,,,,No headline available,0.8877419
2015-02-02,26.227426528930664,26.351652145385742,26.5770320892334,25.856510162353516,26.51370620727539,56996054,25.316774504063694,1,26.85597169493581,25.316774504063694,25.316774504063694,,,,No headline available,0.8877419
2015-02-03,26.26514434814453,26.38954734802246,26.59697723388672,26.091365814208984,26.327716827392578,40773638,25.316774504063694,1,26.85597169493581,25.316774504063694,25.316774504063694,,,,No headline available,0.8877419
